% Device,CC1138019
% File name,CC1138019_20140726_170223
% Cast time (UTC),2014-07-26 17:02:23
% Cast time (local),2014-07-26 17:02:23
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,45.1870401
% Start longitude,-66.2816168
% Start altitude,12.920000076293945
% Start GPS horizontal error(Meter),18.8099994659424
% Start GPS vertical error(Meter),25.0400009155273
% Start GPS number of satellites,5
% End latitude,45.1875736
% End longitude,-66.2814026
% End altitude,63.0099983215332
% End GPS horizontal error(Meter),20.4400005340576
% End GPS vertical error(Meter),27.7199993133545
% End GPS number of satellites,5
% Cast duration (Seconds),47.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-10-20
% Temperature calibration date,2011-10-20
% Pressure calibration date,2011-10-20
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Salinity (Practical Salinity Scale),Density (Kilograms per Cubic Meter)
0.15,0.15087259291306521,16.591601242014939,19.637078913667491,1013.8491047225921
0.44999999999999996,0.45260297419433754,16.510728376226798,19.711120327492541,1013.9237046356478
0.74999999999999989,0.754312551670738,16.46592110169437,19.793847348245322,1013.9974739716706
1.05,1.0559944430506283,16.433559105622521,19.930936146329753,1014.1102006131669
1.35,1.3576474440424156,16.401853444943089,20.027828757037096,1014.1920952100959
1.65,1.6592306820354295,16.240951497339776,20.490252427775154,1014.5798478676076
1.9500000000000002,1.9606312985830878,15.901022145655761,21.498899581830795,1015.4220049897211
2.25,2.2617917933268239,15.630615515948181,22.44002858559735,1016.1987419071136
2.55,2.5626361865446921,14.99507782590034,24.044059254803468,1017.5576502682775
2.85,2.8631683346724692,14.582804111134443,24.917494843379767,1018.3115142632552
3.15,3.1634921472302167,14.243650028911196,25.68595068390546,1018.9702569010794
3.4499999999999997,3.4636224694086826,13.846767584624731,26.435116897801429,1019.6253072142075
3.75,3.7635891811417057,13.58685802779422,26.961816705358547,1020.0824427300656
4.05,4.0634598438180491,13.466129693473764,27.185004040323605,1020.278931962906
4.35,4.3632843323352031,13.407782102902186,27.321977627143756,1020.3970417621866
4.6499999999999995,4.6630761881155731,13.356299760978525,27.442875911139392,1020.5014483442834
4.9499999999999993,4.9628379005303334,13.316754303953232,27.562558249176618,1020.6026573229439
5.2499999999999991,5.2625746298857949,13.296706256447402,27.645677332884727,1020.6719595405016
5.55,5.5622960290021712,13.291238000100766,27.688565368241932,1020.7074512553747
5.85,5.8620050917444706,13.272379875183106,27.745564699624488,1020.7563736518848
6.1379142809314882,6.1496279024233242,13.260832738100973,27.790833974862192,1020.7948036375008
