% Device,CC1138019
% File name,CC1138019_20140726_162817
% Cast time (UTC),2014-07-26 16:28:17
% Cast time (local),2014-07-26 16:28:17
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,45.1717178
% Start longitude,-66.3010991
% Start altitude,-6.559999942779541
% Start GPS horizontal error(Meter),28.1900005340576
% Start GPS vertical error(Meter),27.8400001525879
% Start GPS number of satellites,5
% End latitude,45.1722302
% End longitude,-66.3013116
% End altitude,12.520000457763672
% End GPS horizontal error(Meter),14.960000038147
% End GPS vertical error(Meter),14.6300001144409
% End GPS number of satellites,5
% Cast duration (Seconds),44.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-10-20
% Temperature calibration date,2011-10-20
% Pressure calibration date,2011-10-20
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Salinity (Practical Salinity Scale),Density (Kilograms per Cubic Meter)
0.15,0.15209972349466222,19.224855624000526,9.6054366609234254,1005.6647179202768
0.44999999999999996,0.45619959155617046,18.868284864849031,10.388055905415447,1006.3358631580023
0.74999999999999989,0.760133311084388,18.727236082448886,10.906572765260377,1006.7606070537399
1.05,1.0639099379327706,18.588166939858571,11.678589375575111,1007.3773792974116
1.35,1.3675411505594142,18.518544657484767,12.115886658474507,1007.7254640162582
1.65,1.6710934126413881,18.448790392030315,12.326880338369112,1007.9018220427707
1.9500000000000002,1.9745810328430991,18.329158688918849,12.62535733949268,1008.1551846554461
2.25,2.2780052940171092,18.210594638547494,12.811754667006209,1008.323166037979
2.55,2.5813012404606104,17.948761977640956,13.639905015119371,1009.0088921360796
2.85,2.8843510729921884,17.62067531630089,14.801293782757961,1009.9620857207589
3.15,3.1871487430054661,17.276639214631984,15.662547966611026,1010.6904344982289
3.4499999999999997,3.4897639259862157,17.005403221186846,16.23122381026484,1011.1808445191156
3.75,3.7922125704075076,16.660118270227706,16.954653723246071,1011.8042013080681
4.05,4.0944294381923445,16.416233538500254,18.1050496872469,1012.7329310918768
4.35,4.3963569023420943,16.138722403712769,19.35502301862677,1013.7452223583503
4.5704737482844173,4.6181600332048891,16.232166177702911,19.095326464658147,1013.5288790492363
