    1.00    12.6130    31.8984    24.0660                                       
    2.00    12.6180    31.8976    24.0644                                       
    3.00    12.6160    31.8980    24.0650                                       
    4.00    12.6150    31.8976    24.0649                                       
    5.00    12.6120    31.8984    24.0662                                       
    6.00    12.6100    31.8985    24.0668                                       
    7.00    12.6080    31.8985    24.0671                                       
    8.00    12.6080    31.8987    24.0672                                       
    9.00    12.6090    31.8987    24.0672                                       
   10.00    12.6110    31.8985    24.0667                                       
   11.00    12.6170    31.8938    24.0619                                       
   12.00    12.6140    31.8953    24.0636                                       
   13.00    12.6130    31.8959    24.0643                                       
   14.00    12.6110    31.8965    24.0652                                       
   15.00    12.6100    31.8973    24.0660                                       
   16.00    12.6100    31.8975    24.0662                                       
   17.00    12.6100    31.8981    24.0668                                       
   18.00    12.6220    31.8918    24.0595                                       
   19.00    12.6230    31.8911    24.0588                                       
   20.00    12.6170    31.8937    24.0620                                       
   21.00    12.6160    31.8949    24.0632                                       
   22.00    12.6120    31.8968    24.0654                                       
   23.00    12.6160    31.8956    24.0638                                       
   24.00    12.6210    31.8932    24.0610                                       
   25.00    12.6200    31.8929    24.0609                                       
   26.00    12.6180    31.8940    24.0622                                       
   27.00    12.6200    31.8931    24.0612                                       
   28.00    12.6220    31.8921    24.0599                                       
   29.00    12.6250    31.8911    24.0587                                       
   30.00    12.6270    31.8900    24.0574                                       
   31.00    12.6270    31.8900    24.0576                                       
   32.00    12.6270    31.8898    24.0573                                       
   33.00    12.6280    31.8895    24.0570                                       
   34.00    12.6270    31.8897    24.0572                                       
   35.00    12.6270    31.8901    24.0577                                       
   36.00    12.6250    31.8907    24.0584                                       
   37.00    12.6220    31.8928    24.0608                                       
   38.00    12.6220    31.8930    24.0610                                       
   39.00    12.6240    31.8919    24.0597                                       
   40.00    12.6250    31.8916    24.0594                                       
   41.00    12.6260    31.8911    24.0588                                       
   42.00    12.6250    31.8912    24.0590                                       
   43.00    12.6260    31.8907    24.0584                                       
   44.00    12.6260    31.8910    24.0587                                       
   45.00    12.6260    31.8908    24.0586                                       
   46.00    12.6270    31.8907    24.0584                                       
   47.00    12.6270    31.8908    24.0585                                       
   48.00    12.6260    31.8911    24.0590                                       
