    1.00     5.3547    27.2315    21.4879                                       
    2.00     5.0274    29.7545    23.5163                                       
    3.00     5.0255    30.3474    23.9861                                       
    4.00     4.9716    30.6728    24.2493                                       
    5.00     4.8926    30.8928    24.4320                                       
    6.00     4.8603    31.0515    24.5610                                       
    7.00     4.8534    31.1412    24.6328                                       
    8.00     4.8534    31.1587    24.6467                                       
    9.00     4.8567    31.1702    24.6555                                       
   10.00     4.8607    31.1809    24.6636                                       
   11.00     4.8558    31.1747    24.6592                                       
   12.00     4.8323    31.1906    24.6742                                       
   13.00     4.7168    31.2574    24.7392                                       
   14.00     4.6262    31.2841    24.7697                                       
   15.00     4.6093    31.4026    24.8654                                       
   16.00     4.5956    31.4744    24.9237                                       
   17.00     4.5949    31.5327    24.9700                                       
   18.00     4.5785    31.6027    25.0274                                       
   19.00     4.5963    31.6510    25.0638                                       
   20.00     4.6028    31.6886    25.0929                                       
   21.00     4.6563    31.6877    25.0867                                       
   22.00     4.6708    31.7530    25.1370                                       
   23.00     4.6706    31.7542    25.1380                                       
   24.00     4.6735    31.7553    25.1385                                       
   25.00     4.6779    31.7574    25.1398                                       
   26.00     4.6839    31.7648    25.1450                                       
   27.00     4.6983    31.7705    25.1480                                       
   28.00     4.7082    31.7776    25.1526                                       
   29.00     4.7100    31.7905    25.1626                                       
   30.00     4.7196    31.8071    25.1749                                       
   31.00     4.7346    31.8534    25.2100                                       
   32.00     4.7757    31.8885    25.2335                                       
   33.00     4.7918    31.9418    25.2741                                       
   34.00     4.8510    31.9809    25.2987                                       
   35.00     4.9420    32.0098    25.3118                                       
   36.00     5.1212    32.0826    25.3499                                       
   37.00     5.1888    32.2850    25.5026                                       
   38.00     5.2139    32.2939    25.5069                                       
   39.00     5.2627    32.3526    25.5479                                       
   40.00     5.3587    32.3976    25.5726                                       
   41.00     5.4138    32.4410    25.6007                                       
   42.00     5.4959    32.4588    25.6053                                       
   43.00     5.5688    32.4656    25.6022                                       
   44.00     5.6541    32.5523    25.6608                                       
   45.00     5.6755    32.5632    25.6669                                       
   46.00     5.6806    32.5742    25.6750                                       
   47.00     5.6944    32.5873    25.6837                                       
   48.00     5.7073    32.5951    25.6883                                       
   49.00     5.7048    32.5933    25.6872                                       
   50.00     5.7028    32.5914    25.6860                                       
   51.00     5.7046    32.5908    25.6853                                       
   52.00     5.7041    32.5927    25.6869                                       
   53.00     5.7070    32.5912    25.6854                                       
   54.00     5.7142    32.5955    25.6880                                       
   55.00     5.7152    32.5968    25.6888                                       
   56.00     5.7159    32.5978    25.6896                                       
   57.00     5.7164    32.5972    25.6890                                       
   58.00     5.7182    32.5991    25.6903                                       
   59.00     5.7185    32.5993    25.6904                                       
   60.00     5.7188    32.5993    25.6904                                       
   61.00     5.7195    32.5996    25.6906                                       
   62.00     5.7199    32.5997    25.6906                                       
   63.00     5.7202    32.5998    25.6906                                       
   64.00     5.7206    32.5998    25.6906                                       
   65.00     5.7206    32.5998    25.6907                                       
   66.00     5.7224    32.6011    25.6915                                       
   67.00     5.7228    32.6012    25.6915                                       
   68.00     5.7217    32.6011    25.6916                                       
   69.00     5.7213    32.6003    25.6910                                       
   70.00     5.7231    32.6011    25.6914                                       
   71.00     5.7224    32.6017    25.6920                                       
   72.00     5.7224    32.6013    25.6916                                       
   73.00     5.7224    32.6012    25.6916                                       
   74.00     5.7226    32.6015    25.6919                                       
   75.00     5.7228    32.6013    25.6917                                       
   76.00     5.7226    32.6016    25.6919                                       
   77.00     5.7228    32.6015    25.6918                                       
   78.00     5.7228    32.6016    25.6919                                       
   79.00     5.7232    32.6013    25.6917                                       
   80.00     5.7236    32.6019    25.6921                                       
   81.00     5.7230    32.6017    25.6920                                       
   82.00     5.7229    32.6011    25.6916                                       
   83.00     5.7220    32.6013    25.6919                                       
   84.00     5.7221    32.6009    25.6915                                       
   85.00     5.7221    32.6011    25.6917                                       
   86.00     5.7224    32.6010    25.6916                                       
   87.00     5.7229    32.6015    25.6919                                       
   88.00     5.7229    32.6010    25.6916                                       
   89.00     5.7219    32.5876    25.6829                                       
