    1.00     5.5980    32.4428    25.5804                                       
    2.00     5.5880    32.4410    25.5802                                       
    3.00     5.5990    32.4423    25.5799                                       
    4.00     5.5840    32.4370    25.5775                                       
    5.00     5.5780    32.4367    25.5780                                       
    6.00     5.5760    32.4376    25.5789                                       
    7.00     5.5910    32.4405    25.5794                                       
    8.00     5.5960    32.4426    25.5805                                       
    9.00     5.6030    32.4453    25.5819                                       
   10.00     5.6020    32.4446    25.5815                                       
   11.00     5.6020    32.4449    25.5817                                       
   12.00     5.6030    32.4455    25.5821                                       
   13.00     5.6010    32.4420    25.5795                                       
   14.00     5.5770    32.4343    25.5763                                       
   15.00     5.5710    32.4363    25.5786                                       
   16.00     5.5880    32.4439    25.5826                                       
   17.00     5.5860    32.4360    25.5766                                       
   18.00     5.5660    32.4336    25.5770                                       
   19.00     5.5670    32.4349    25.5780                                       
   20.00     5.5710    32.4349    25.5775                                       
   21.00     5.5730    32.4380    25.5797                                       
   22.00     5.5880    32.4414    25.5806                                       
   23.00     5.5850    32.4433    25.5825                                       
   24.00     5.5970    32.4436    25.5814                                       
   25.00     5.5950    32.4415    25.5799                                       
   26.00     5.5930    32.4422    25.5808                                       
   27.00     5.5920    32.4423    25.5809                                       
   28.00     5.5940    32.4418    25.5803                                       
   29.00     5.5940    32.4421    25.5806                                       
   30.00     5.5940    32.4428    25.5811                                       
   31.00     5.5910    32.4409    25.5800                                       
   32.00     5.5970    32.4445    25.5821                                       
   33.00     5.5990    32.4442    25.5817                                       
   34.00     5.5980    32.4427    25.5805                                       
   35.00     5.5990    32.4437    25.5813                                       
   36.00     5.6000    32.4435    25.5811                                       
   37.00     5.5990    32.4438    25.5815                                       
   38.00     5.6010    32.4453    25.5823                                       
   39.00     5.6040    32.4440    25.5810                                       
   40.00     5.6050    32.4457    25.5822                                       
   41.00     5.6080    32.4483    25.5839                                       
   42.00     5.6400    32.4627    25.5915                                       
   43.00     5.6470    32.4610    25.5894                                       
   44.00     5.6480    32.4601    25.5886                                       
   45.00     5.6470    32.4607    25.5892                                       
   46.00     5.6450    32.4593    25.5884                                       
   47.00     5.6410    32.4580    25.5878                                       
   48.00     5.6410    32.4581    25.5879                                       
   49.00     5.6490    32.4635    25.5913                                       
   50.00     5.6710    32.4669    25.5912                                       
   51.00     5.6690    32.4657    25.5906                                       
   52.00     5.6560    32.4636    25.5905                                       
   53.00     5.6440    32.4549    25.5850                                       
   54.00     5.6480    32.4617    25.5900                                       
   55.00     5.6500    32.4607    25.5889                                       
   56.00     5.6580    32.4661    25.5922                                       
   57.00     5.6980    32.4764    25.5958                                       
   58.00     5.6960    32.4802    25.5989                                       
   59.00     5.6880    32.4722    25.5936                                       
   60.00     5.6620    32.4605    25.5874                                       
   61.00     5.6620    32.4608    25.5877                                       
   62.00     5.6570    32.4629    25.5900                                       
   63.00     5.6920    32.4891    25.6066                                       
   64.00     5.7100    32.4822    25.5989                                       
   65.00     5.7050    32.4781    25.5963                                       
   66.00     5.6990    32.4776    25.5966                                       
   67.00     5.6950    32.4758    25.5957                                       
   68.00     5.6950    32.4760    25.5958                                       
   69.00     5.7000    32.4785    25.5973                                       
   70.00     5.6990    32.4773    25.5964                                       
   71.00     5.6990    32.4774    25.5965                                       
   72.00     5.7050    32.4815    25.5991                                       
   73.00     5.7180    32.4851    25.6004                                       
   74.00     5.7220    32.4856    25.6002                                       
   75.00     5.7230    32.4863    25.6008                                       
   76.00     5.7260    32.4869    25.6009                                       
   77.00     5.7250    32.4859    25.6002                                       
   78.00     5.7250    32.4859    25.6003                                       
   79.00     5.7230    32.4859    25.6005                                       
   80.00     5.7230    32.4852    25.5999                                       
