    1.00     4.9420    32.2503    25.5022                                       
    2.00     4.9530    32.2560    25.5055                                       
    3.00     4.9530    32.2561    25.5055                                       
    4.00     4.9530    32.2536    25.5036                                       
    5.00     4.9530    32.2576    25.5068                                       
    6.00     4.9720    32.2578    25.5049                                       
    7.00     4.9770    32.2560    25.5029                                       
    8.00     4.9770    32.2561    25.5029                                       
    9.00     4.9780    32.2547    25.5018                                       
   10.00     4.9730    32.2557    25.5031                                       
   11.00     4.9760    32.2569    25.5037                                       
   12.00     4.9710    32.2545    25.5024                                       
   13.00     4.9710    32.2553    25.5031                                       
   14.00     4.9710    32.2555    25.5032                                       
   15.00     4.9780    32.2600    25.5061                                       
   16.00     4.9960    32.2628    25.5063                                       
   17.00     4.9990    32.2614    25.5049                                       
   18.00     5.0080    32.2630    25.5052                                       
   19.00     4.9990    32.2621    25.5054                                       
   20.00     5.0110    32.2618    25.5040                                       
   21.00     5.0010    32.2600    25.5036                                       
   22.00     4.9920    32.2595    25.5041                                       
   23.00     4.9830    32.2557    25.5022                                       
   24.00     4.9760    32.2539    25.5015                                       
   25.00     4.9700    32.2546    25.5027                                       
   26.00     4.9880    32.2695    25.5126                                       
   27.00     5.0270    32.2659    25.5054                                       
   28.00     5.0270    32.2651    25.5047                                       
   29.00     5.0290    32.2665    25.5057                                       
   30.00     5.0510    32.2702    25.5063                                       
   31.00     5.0490    32.2680    25.5047                                       
   32.00     5.0430    32.2688    25.5060                                       
   33.00     5.0410    32.2679    25.5054                                       
   34.00     5.0390    32.2654    25.5037                                       
   35.00     5.0130    32.2619    25.5038                                       
   36.00     5.0080    32.2627    25.5050                                       
   37.00     5.0090    32.2618    25.5041                                       
   38.00     5.0090    32.2615    25.5040                                       
   39.00     5.0100    32.2625    25.5046                                       
   40.00     5.0130    32.2623    25.5042                                       
   41.00     5.0160    32.2636    25.5049                                       
   42.00     5.0220    32.2636    25.5042                                       
   43.00     5.0170    32.2634    25.5047                                       
   44.00     5.0190    32.2647    25.5054                                       
   45.00     5.0220    32.2636    25.5043                                       
   46.00     5.0290    32.2664    25.5058                                       
   47.00     5.0380    32.2669    25.5051                                       
   48.00     5.0430    32.2676    25.5052                                       
   49.00     5.0440    32.2687    25.5060                                       
   50.00     5.0550    32.2720    25.5074                                       
   51.00     5.0620    32.2705    25.5054                                       
   52.00     5.0640    32.2714    25.5059                                       
   53.00     5.0630    32.2707    25.5055                                       
   54.00     5.0610    32.2708    25.5058                                       
   55.00     5.0640    32.2708    25.5054                                       
   56.00     5.0630    32.2704    25.5052                                       
   57.00     5.0620    32.2708    25.5057                                       
   58.00     5.0650    32.2704    25.5050                                       
   59.00     5.0640    32.2711    25.5057                                       
   60.00     5.0640    32.2714    25.5059                                       
   61.00     5.0700    32.2740    25.5073                                       
   62.00     5.0790    32.2739    25.5063                                       
   63.00     5.0860    32.2755    25.5068                                       
   64.00     5.0900    32.2765    25.5071                                       
   65.00     5.0900    32.2774    25.5079                                       
   66.00     5.0950    32.2769    25.5069                                       
   67.00     5.0980    32.2762    25.5061                                       
   68.00     5.0970    32.2763    25.5063                                       
   69.00     5.0950    32.2772    25.5071                                       
   70.00     5.0970    32.2773    25.5071                                       
   71.00     5.1210    32.2897    25.5143                                       
   72.00     5.1480    32.2864    25.5086                                       
   73.00     5.1490    32.2865    25.5086                                       
   74.00     5.1490    32.2854    25.5077                                       
   75.00     5.1440    32.2855    25.5084                                       
   76.00     5.1450    32.2873    25.5097                                       
   77.00     5.1480    32.2861    25.5085                                       
   78.00     5.1460    32.2855    25.5082                                       
   79.00     5.1480    32.2872    25.5093                                       
   80.00     5.1540    32.2872    25.5086                                       
   81.00     5.1510    32.2853    25.5075                                       
   82.00     5.1510    32.2879    25.5096                                       
   83.00     5.1550    32.2878    25.5090                                       
   84.00     5.1530    32.2862    25.5080                                       
   85.00     5.1530    32.2858    25.5078                                       
   86.00     5.1510    32.2857    25.5079                                       
   87.00     5.1510    32.2872    25.5091                                       
   88.00     5.1530    32.2891    25.5104                                       
   89.00     5.1530    32.2872    25.5089                                       
   90.00     5.1520    32.2887    25.5102                                       
   91.00     5.1530    32.2885    25.5099                                       
   92.00     5.1670    32.2934    25.5123                                       
   93.00     5.1760    32.2944    25.5120                                       
   94.00     5.1880    32.2945    25.5108                                       
   95.00     5.1930    32.2968    25.5120                                       
   96.00     5.2170    32.3032    25.5144                                       
   97.00     5.2290    32.3048    25.5143                                       
   98.00     5.2300    32.3063    25.5154                                       
   99.00     5.2340    32.3065    25.5151                                       
  100.00     5.2360    32.3072    25.5155                                       
  101.00     5.2500    32.3145    25.5197                                       
