    1.00     2.8500    30.9962    24.7024                                       
    2.00     2.6180    31.0314    24.7486                                       
    3.00     2.5670    31.0594    24.7748                                       
    4.00     2.5330    31.0976    24.8079                                       
    5.00     2.5260    31.1062    24.8153                                       
    6.00     2.5310    31.0977    24.8081                                       
    7.00     2.5290    31.1033    24.8128                                       
    8.00     2.5230    31.1230    24.8290                                       
    9.00     2.5220    31.1264    24.8317                                       
   10.00     2.5200    31.1353    24.8390                                       
   11.00     2.5200    31.1374    24.8407                                       
   12.00     2.5190    31.1355    24.8392                                       
   13.00     2.5150    31.1412    24.8441                                       
   14.00     2.5140    31.1502    24.8513                                       
   15.00     2.5060    31.1872    24.8815                                       
   16.00     2.4870    31.2504    24.9334                                       
   17.00     2.4690    31.2842    24.9618                                       
   18.00     2.4470    31.3233    24.9947                                       
   19.00     2.4330    31.3504    25.0174                                       
   20.00     2.4170    31.3787    25.0413                                       
   21.00     2.4090    31.3874    25.0488                                       
   22.00     2.3610    31.4650    25.1145                                       
   23.00     2.3450    31.4905    25.1360                                       
   24.00     2.3450    31.4920    25.1372                                       
   25.00     2.3190    31.5383    25.1761                                       
   26.00     2.2830    31.5965    25.2254                                       
   27.00     2.2790    31.5996    25.2281                                       
   28.00     2.2750    31.6133    25.2394                                       
   29.00     2.2620    31.6511    25.2706                                       
   30.00     2.2610    31.6488    25.2689                                       
   31.00     2.2610    31.6586    25.2767                                       
   32.00     2.2610    31.6672    25.2836                                       
   33.00     2.2620    31.6998    25.3095                                       
   34.00     2.2630    31.7007    25.3103                                       
   35.00     2.2620    31.6988    25.3088                                       
   36.00     2.2640    31.7066    25.3149                                       
   37.00     2.2660    31.7192    25.3248                                       
   38.00     2.2680    31.7212    25.3263                                       
   39.00     2.2670    31.7199    25.3253                                       
   40.00     2.2660    31.7171    25.3232                                       
   41.00     2.2660    31.7171    25.3232                                       
   42.00     2.2660    31.7173    25.3234                                       
   43.00     2.2660    31.7188    25.3245                                       
   44.00     2.2660    31.7195    25.3250                                       
   45.00     2.2670    31.7211    25.3264                                       
   46.00     2.2710    31.7312    25.3341                                       
   47.00     2.2720    31.7331    25.3356                                       
   48.00     2.2720    31.7325    25.3351                                       
   49.00     2.2720    31.7329    25.3354                                       
   50.00     2.2760    31.7414    25.3419                                       
