-66.61378479 45.10558701     4997450.01     687724.41
-66.61382294 45.10553741     4997444.41     687721.57
-66.61386108 45.10547256     4997437.12     687718.78
-66.61365509 45.10519409     4997406.66     687735.90
-66.61318970 45.10522461     4997411.13     687772.41
-66.61341095 45.10573196     4997466.98     687753.34
-66.61378479 45.10558701     4997450.01     687724.41
         NA NA NA NA
-66.47036743 45.12793350     5000275.55     698929.38
-66.47056580 45.12785339     5000266.17     698914.06
-66.47064209 45.12781525     5000261.74     698908.19
-66.47080231 45.12748718     5000224.90     698896.73
-66.47006989 45.12736130     5000212.72     698954.77
-66.46932983 45.12792206     5000276.84     699011.02
-66.46961975 45.12810516     5000296.47     698987.58
-66.47036743 45.12793350     5000275.55     698929.38
         NA NA NA NA
-66.49382782 45.08926773     4995922.71     697217.66
-66.49399567 45.08909225     4995902.81     697205.05
-66.49408722 45.08893967     4995885.64     697198.37
-66.49379730 45.08872223     4995862.19     697221.94
-66.49346924 45.08889771     4995882.48     697247.15
-66.49311829 45.08954620     4995955.38     697272.53
-66.49382782 45.08926773     4995922.71     697217.66
         NA NA NA NA
-66.14089203 45.32317734     5022829.47     724070.17
-66.14086151 45.32313919     5022825.31     724072.71
-66.14082336 45.32300186     5022810.16     724076.25
-66.14044952 45.32278442     5022787.05     724106.40
-66.14037323 45.32342911     5022858.88     724109.84
-66.14088440 45.32396317     5022916.79     724067.67
-66.14106750 45.32344437     5022858.64     724055.37
-66.14089203 45.32317734     5022829.47     724070.17
         NA NA NA NA
-66.31351471 45.12810135     5000692.38     711263.58
-66.31366730 45.12799454     5000680.12     711251.97
-66.31379700 45.12792206     5000671.73     711242.04
-66.31314850 45.12800598     5000682.75     711292.73
-66.31317139 45.12826538     5000711.50     711289.97
-66.31351471 45.12810135     5000692.38     711263.58
         NA NA NA NA
-66.14284515 45.25438690     5015181.98     724188.15
-66.14300537 45.25434875     5015177.30     724175.73
-66.14310455 45.25431061     5015172.79     724168.10
-66.14331055 45.25391388     5015128.14     724153.50
-66.14212036 45.25431061     5015175.52     724245.33
-66.14203644 45.25455475     5015202.88     724250.95
-66.14237213 45.25491714     5015242.20     724223.18
-66.14284515 45.25438690     5015181.98     724188.15
         NA NA NA NA
-66.14021301 45.25467682     5015221.51     724393.54
-66.14019012 45.25455856     5015208.44     724395.80
-66.14009857 45.25444031     5015195.56     724403.45
-66.13971710 45.25427628     5015178.40     724434.03
-66.13971710 45.25483322     5015240.27     724431.84
-66.14015961 45.25506592     5015264.89     724396.20
-66.14021301 45.25467682     5015221.51     724393.54
         NA NA NA NA
-66.19915009 45.34194946     5024754.42     719431.92
-66.19915009 45.34154129     5024709.07     719433.50
-66.19862366 45.34154129     5024710.51     719474.74
-66.19885254 45.34185028     5024744.21     719455.62
         NA NA NA NA
-66.36193085 45.11460114     4999067.19     707505.13
-66.36196899 45.11447144     4999052.68     707502.60
-66.36206818 45.11431885     4999035.48     707495.36
-66.36167908 45.11395264     4998995.79     707527.29
-66.36125946 45.11407852     4999010.85     707559.84
-66.36153412 45.11500549     4999113.13     707534.87
-66.36193085 45.11460114     4999067.19     707505.13
         NA NA NA NA
-66.14815521 45.27414703     5017362.41     723693.82
-66.14809418 45.27406311     5017353.25     723698.94
-66.14801788 45.27403641     5017350.50     723705.03
-66.14782715 45.27404785     5017352.30     723719.94
-66.14790344 45.27438736     5017389.81     723712.62
-66.14832306 45.27441788     5017392.03     723679.59
-66.14815521 45.27414703     5017362.41     723693.82
         NA NA NA NA
-66.13111115 45.34402084     5025172.29     724754.17
-66.13097382 45.34416580     5025188.77     724764.35
-66.13095093 45.34433365     5025207.49     724765.48
-66.13115692 45.34471130     5025248.86     724747.85
-66.13203430 45.34386826     5025152.76     724682.45
-66.13204956 45.34359741     5025122.63     724682.33
-66.13155365 45.34329605     5025090.53     724722.37
-66.13114929 45.34343338     5025106.92     724753.51
-66.13111115 45.34402084     5025172.29     724754.17
         NA NA NA NA
-66.12222290 45.34233475     5025009.84     725457.18
-66.12229919 45.34222412     5024997.33     725451.65
-66.12229919 45.34214401     5024988.43     725451.97
-66.12175751 45.34211731     5024986.98     725494.51
-66.12222290 45.34233475     5025009.84     725457.18
         NA NA NA NA
-66.08397675 45.27248001     5017357.39     728734.54
-66.08418274 45.27245331     5017353.84     728718.49
-66.08441162 45.27338409     5017456.59     728696.79
-66.08420563 45.27340317     5017459.30     728712.87
-66.08397675 45.27248001     5017357.39     728734.54
         NA NA NA NA
-66.48484039 45.09297943     4996357.00     697912.08
-66.48482513 45.09295654     4996354.50     697913.36
-66.48477173 45.09286118     4996344.03     697917.89
-66.48436737 45.09291077     4996350.53     697949.53
-66.48365784 45.09378052     4996448.89     698002.36
-66.48475647 45.09333801     4996397.04     697917.44
-66.48484039 45.09297943     4996357.00     697912.08
         NA NA NA NA
-66.15032959 45.27871323     5017863.64     723505.32
-66.15040588 45.27860260     5017851.14     723499.78
-66.15040588 45.27852249     5017842.24     723500.09
-66.14986420 45.27849579     5017840.77     723542.68
-66.15032959 45.27871323     5017863.64     723505.32
         NA NA NA NA
-66.11518860 45.34016418     5024788.43     726016.92
