   285    1001 2015 11 04 15 48 08  45.0081   66.9267   1.48       .0     .000 E      .00 CL       0 Barrel                         
   285    1001 2015 11 04 15 56 57  45.0079   66.9262   1.46     49.4     .093 E      .15 CL       0 Barrel                         
   285    1001 2015 11 04 16 06 55  45.0078   66.9252   1.45     77.8     .130 S      .31 CL       0 Barrel                         
   285    1001 2015 11 04 16 16 51  45.0073    66.924   1.47    109.4     .183 F      .48 CL       0 Barrel                         
   285    1001 2015 11 04 16 26 49  45.0068   66.9228   1.50    113.7     .190 F      .64 CL       0 Barrel                         
   285    1001 2015 11 04 16 36 49  45.0062   66.9216   1.54    107.0     .178 F      .81 CL       0 Barrel                         
   285    1001 2015 11 04 16 47 22  45.0055   66.9206   1.61    116.5     .184 F      .99 CL       0 Barrel                         
   285    1001 2015 11 04 16 56 43  45.0046   66.9199   1.68    113.7     .203 F     1.14 CL       0 Barrel                         
   285    1001 2015 11 04 17 06 40  45.0041   66.9191   1.77     78.5     .132 F     1.31 CL       0 Barrel                         
   285    1001 2015 11 04 17 16 37  45.0039   66.9182   1.88     77.5     .130 F     1.47 CL       0 Barrel                         
   285    1001 2015 11 04 17 26 30   45.004   66.9171   1.99     85.3     .144 F     1.64 CL       0 Barrel                         
   285    1001 2015 11 04 17 36 28  45.0045   66.9162   2.12     88.1     .147 F     1.81 CL       0 Barrel                         
   285    1001 2015 11 04 17 46 59  45.0049   66.9157   2.26     66.1     .105 F     1.98 CL       0 Barrel                         
   285    1001 2015 11 04 17 56 21   45.005   66.9154   2.41     17.4     .031 F     2.14 CL       0 Barrel                         
   285    1001 2015 11 04 18 06 17  45.0048   66.9157   2.56     31.2     .052 F     2.30 CL       0 Barrel                         
   285    1001 2015 11 04 18 16 13  45.0043   66.9164   2.73     73.5     .123 F     2.47 CL       0 Barrel                         
   285    1001 2015 11 04 18 26 07  45.0035   66.9171   2.90    109.0     .184 F     2.63 CL       0 Barrel                         
   285    1001 2015 11 04 18 36 03  45.0026   66.9171   3.07     92.4     .155 F     2.80 CL       0 Barrel                         
   285    1001 2015 11 04 18 46 35  45.0019   66.9171   3.25     84.4     .134 F     2.97 CL       0 Barrel                         
   285    1001 2015 11 04 18 55 56  45.0009   66.9172   3.42    111.5     .199 F     3.13 CL       0 Barrel                         
   285    1001 2015 11 04 19 05 51  44.9995   66.9174   3.60    150.9     .254 F     3.30 CL       0 Barrel                         
   285    1001 2015 11 04 19 15 50  44.9982   66.9175   3.79    149.0     .249 F     3.46 CL       0 Barrel                         
   285    1001 2015 11 04 19 25 45  44.9974   66.9173   3.97     86.5     .145 F     3.63 CL       0 Barrel                         
   285    1001 2015 11 04 19 35 44  44.9969   66.9168   4.16     71.7     .120 F     3.79 CL       0 Barrel                         
   285    1001 2015 11 04 19 46 06  44.9962   66.9175   4.36     94.9     .153 F     3.97 CL       0 Barrel                         
   285    1001 2015 11 04 19 55 38  44.9952   66.9196   4.53    191.5     .335 F     4.13 CL       0 Barrel                         
   285    1001 2015 11 04 20 05 34  44.9941   66.9194   4.70    132.7     .223 F     4.29 CL       0 Barrel                         
   285    1001 2015 11 04 20 15 32  44.9939   66.9187   4.87     58.0     .097 F     4.46 CL       0 Barrel                         
   285    1001 2015 11 04 20 25 29  44.9937   66.9184   5.04     30.6     .051 F     4.62 CL       0 Barrel                         
   285    1001 2015 11 04 20 35 29  44.9931   66.9192   5.19     95.3     .159 F     4.79 CL       0 Barrel                         
   285    1001 2015 11 04 20 45 59  44.9918    66.921   5.34    202.4     .321 F     4.96 CL       0 Barrel                         
   285    1001 2015 11 04 20 55 27  44.9899   66.9218   5.47    222.7     .392 F     5.12 CL       0 Barrel                         
   285    1001 2015 11 04 21 05 24  44.9883   66.9235   5.60    226.8     .380 F     5.29 CL       0 Barrel                         
   285    1001 2015 11 04 21 19 14  44.9858   66.9262   5.74    349.1     .421 F     5.52 CL       0 Barrel                         
   285    1001 2015 11 04 21 25 25  44.9847   66.9271   5.80    135.6     .366 F     5.62 CL       0 Barrel                         
   285    1001 2015 11 04 21 35 27  44.9835   66.9282   5.88    161.7     .269 F     5.79 CL       0 Barrel                         
   285    1001 2015 11 04 21 46 00  44.9826    66.929   5.94    118.0     .186 F     5.96 CL       0 Barrel                         
   285    1001 2015 11 04 21 55 29  44.9819   66.9293   5.97     78.6     .138 F     6.12 CL       0 Barrel                         
   285    1001 2015 11 04 22 05 23   44.981   66.9296   6.00    103.1     .173 F     6.29 CL       0 Barrel                         
   285    1001 2015 11 04 22 15 20  44.9799   66.9298   6.00    126.5     .212 S     6.45 CL       0 Barrel                         
   285    1001 2015 11 04 22 25 15  44.9784   66.9291   5.99    165.7     .279 E     6.62 CL       0 Barrel                         
   285    1001 2015 11 04 22 35 14  44.9773   66.9282   5.97    150.3     .251 E     6.79 CL       0 Barrel                         
   285    1001 2015 11 04 22 45 34   44.976   66.9271   5.93    163.3     .263 E     6.96 CL       0 Barrel                         
   285    1001 2015 11 04 22 55 10  44.9749   66.9263   5.87    142.1     .247 E     7.12 CL       0 Barrel                         
   285    1001 2015 11 04 23 05 06  44.9738   66.9256   5.80    131.5     .221 E     7.28 CL       0 Barrel                         
   285    1001 2015 11 04 23 15 04  44.9729   66.9242   5.72    143.5     .240 E     7.45 CL       0 Barrel                         
   285    1001 2015 11 04 23 25 00   44.972   66.9223   5.63    186.3     .313 E     7.61 CL       0 Barrel                         
   285    1001 2015 11 04 23 34 59   44.971   66.9202   5.54    194.8     .325 E     7.78 CL       0 Barrel                         
   285    1001 2015 11 04 23 44 55  44.9706   66.9188   5.43    119.5     .200 E     7.95 CL       0 Barrel                         
   285    1001 2015 11 04 23 54 55  44.9705   66.9178   5.31     75.2     .125 E     8.11 CL       0 Barrel                         
   285    1001 2015 11 05 00 04 51  44.9706   66.9168   5.17     83.2     .140 E     8.28 CL       0 Barrel                         
   285    1001 2015 11 05 00 14 50  44.9706   66.9137   5.03    240.0     .401 E     8.45 CL       0 Barrel                         
   285    1001 2015 11 05 00 24 45  44.9697   66.9129   4.88    116.8     .196 E     8.61 CL       0 Barrel                         
   285    1001 2015 11 05 00 34 44  44.9689   66.9128   4.72     85.6     .143 E     8.78 CL       0 Barrel                         
   285    1001 2015 11 05 00 45 07  44.9679    66.912   4.54    122.4     .196 E     8.95 CL       0 Barrel                         
   285    1001 2015 11 05 00 54 37  44.9672    66.911   4.39    119.5     .210 E     9.11 CL       0 Barrel                         
   285    1001 2015 11 05 01 04 34  44.9679   66.9095   4.21    146.0     .244 E     9.27 CL       0 Barrel                         
   285    1001 2015 11 05 01 14 29  44.9686   66.9093   4.03     78.1     .131 E     9.44 CL       0 Barrel                         
   285    1001 2015 11 05 01 24 26  44.9689     66.91   3.84     62.3     .104 E     9.61 CL       0 Barrel                         
   285    1001 2015 11 05 01 34 25  44.9685   66.9106   3.66     63.2     .106 E     9.77 CL       0 Barrel                         
   285    1001 2015 11 05 01 44 53  44.9684   66.9108   3.46     16.0     .025 E     9.95 CL       0 Barrel                         
   285    1001 2015 11 05 01 54 17  44.9683   66.9118   3.27     79.8     .141 E    10.10 CL       0 Barrel                         
   285    1001 2015 11 05 02 04 16   44.968    66.913   3.08    101.7     .170 E    10.27 CL       0 Barrel                         
   285    1001 2015 11 05 02 14 12   44.967   66.9131   2.89    107.9     .181 E    10.43 CL       0 Barrel                         
   285    1001 2015 11 05 02 24 11  44.9669   66.9129   2.70     23.3     .039 E    10.60 CL       0 Barrel                         
   285    1001 2015 11 05 02 34 10  44.9667   66.9127   2.52     22.9     .038 E    10.77 CL       0 Barrel                         
   285    1001 2015 11 05 02 44 36  44.9672   66.9121   2.33     75.1     .120 E    10.94 CL       0 Barrel                         
   285    1001 2015 11 05 02 54 04  44.9678    66.912   2.16     64.0     .113 E    11.10 CL       0 Barrel                         
   285    1001 2015 11 05 03 03 58  44.9683   66.9128   2.01     81.8     .138 E    11.26 CL       0 Barrel                         
   285    1001 2015 11 05 03 13 52  44.9678   66.9139   1.86     98.2     .165 E    11.43 CL       0 Barrel                         
   285    1001 2015 11 05 03 23 48  44.9672   66.9137   1.72     66.4     .111 E    11.59 CL       0 Barrel                         
   285    1001 2015 11 05 03 33 42   44.967   66.9135   1.59     35.3     .060 E    11.76 CL       0 Barrel                         
   285    1001 2015 11 05 03 44 05  44.9666    66.914   1.47     57.1     .092 E    11.93 CL       0 Barrel                         
   285    1001 2015 11 05 03 53 38  44.9666   66.9115   1.39    196.8     .343 E    12.09 CL       0 Barrel                         
   285    1001 2015 11 05 04 03 37  44.9693   66.9091   1.32    351.1     .586 E    12.26 CL       0 Barrel                         
   285    1001 2015 11 05 04 13 36  44.9714    66.907   1.26    290.5     .485 E    12.42 CL       0 Barrel                         
   285    1001 2015 11 05 04 23 32   44.973   66.9053   1.23    220.0     .369 E    12.59 CL       0 Barrel                         
   285    1001 2015 11 05 04 33 28   44.974   66.9041   1.22    145.2     .244 E    12.76 CL       0 Barrel                         
   285    1001 2015 11 05 04 44 08  44.9745   66.9026   1.23    130.9     .205 F    12.93 CL       0 Barrel                         
   285    1001 2015 11 05 04 53 29  44.9754   66.9022   1.25    106.9     .191 F    13.09 CL       0 Barrel                         
   285    1001 2015 11 05 05 03 26   44.976   66.9022   1.29     61.3     .103 F    13.26 CL       0 Barrel                         
   285    1001 2015 11 05 05 13 24  44.9764   66.9023   1.35     46.7     .078 F    13.42 CL       0 Barrel                         
   285    1001 2015 11 05 05 23 23   44.977   66.9028   1.42     84.3     .141 F    13.59 CL       0 Barrel                         
   285    1001 2015 11 05 05 33 23  44.9779   66.9038   1.51    117.3     .195 F    13.75 CL       0 Barrel                         
   285    1001 2015 11 05 05 44 00  44.9789   66.9063   1.62    236.2     .371 F    13.93 CL       0 Barrel                         
   285    1001 2015 11 05 05 53 19  44.9795    66.909   1.72    215.7     .386 F    14.09 CL       0 Barrel                         
   285    1001 2015 11 05 06 03 16    44.98   66.9119   1.85    233.1     .390 F    14.25 CL       0 Barrel                         
   285    1001 2015 11 05 06 13 10  44.9793   66.9153   1.98    276.4     .465 F    14.42 CL       0 Barrel                         
