 NA NA
-66.61378479 45.10558701
-66.61382294 45.10553741
-66.61386108 45.10547256
-66.61365509 45.10519409
-66.61318970 45.10522461
-66.61341095 45.10573196
-66.61378479 45.10558701
 NA NA
-66.47036743 45.12793350
-66.47056580 45.12785339
-66.47064209 45.12781525
-66.47080231 45.12748718
-66.47006989 45.12736130
-66.46932983 45.12792206
-66.46961975 45.12810516
-66.47036743 45.12793350
 NA NA
-66.49382782 45.08926773
-66.49399567 45.08909225
-66.49408722 45.08893967
-66.49379730 45.08872223
-66.49346924 45.08889771
-66.49311829 45.08954620
-66.49382782 45.08926773
 NA NA
-66.14089203 45.32317734
-66.14086151 45.32313919
-66.14082336 45.32300186
-66.14044952 45.32278442
-66.14037323 45.32342911
-66.14088440 45.32396317
-66.14106750 45.32344437
-66.14089203 45.32317734
 NA NA
-66.31351471 45.12810135
-66.31366730 45.12799454
-66.31379700 45.12792206
-66.31314850 45.12800598
-66.31317139 45.12826538
-66.31351471 45.12810135
 NA NA
-66.14284515 45.25438690
-66.14300537 45.25434875
-66.14310455 45.25431061
-66.14331055 45.25391388
-66.14212036 45.25431061
-66.14203644 45.25455475
-66.14237213 45.25491714
-66.14284515 45.25438690
 NA NA
-66.14021301 45.25467682
-66.14019012 45.25455856
-66.14009857 45.25444031
-66.13971710 45.25427628
-66.13971710 45.25483322
-66.14015961 45.25506592
-66.14021301 45.25467682
 NA NA
-66.19915009 45.34194946
-66.19915009 45.34154129
-66.19862366 45.34154129
-66.19885254 45.34185028
 NA NA
-66.36193085 45.11460114
-66.36196899 45.11447144
-66.36206818 45.11431885
-66.36167908 45.11395264
-66.36125946 45.11407852
-66.36153412 45.11500549
-66.36193085 45.11460114
 NA NA
-66.14815521 45.27414703
-66.14809418 45.27406311
-66.14801788 45.27403641
-66.14782715 45.27404785
-66.14790344 45.27438736
-66.14832306 45.27441788
-66.14815521 45.27414703
 NA NA
-66.13111115 45.34402084
-66.13097382 45.34416580
-66.13095093 45.34433365
-66.13115692 45.34471130
-66.13203430 45.34386826
-66.13204956 45.34359741
-66.13155365 45.34329605
-66.13114929 45.34343338
-66.13111115 45.34402084
 NA NA
