   275    1001 20151019142123   45.00308   66.92044   1.62 F  Barrel                           
   275    1001 20151019143122   45.00337   66.91992   1.70 F  Barrel                           
   275    1001 20151019144154   45.00340   66.91995   1.79 F  Barrel                           
   275    1001 20151019145117   45.00323   66.91970   1.89 F  Barrel                           
   275    1001 20151019150113   45.00291   66.91956   2.02 F  Barrel                           
   275    1001 20151019151221   45.00239   66.91931   2.16 F  Barrel                           
   275    1001 20151019152114   45.00190   66.91891   2.30 F  Barrel                           
   275    1001 20151019153113   45.00122   66.91870   2.45 F  Barrel                           
   275    1001 20151019154136   45.00033   66.91885   2.61 F  Barrel                           
   275    1001 20151019155114   44.99931   66.91916   2.78 F  Barrel                           
   275    1001 20151019160108   44.99804   66.91888   2.95 F  Barrel                           
   275    1001 20151019161106   44.99720   66.91797   3.12 F  Barrel                           
   275    1001 20151019162056   44.99675   66.91728   3.28 F  Barrel                           
   275    1001 20151019163056   44.99611   66.91763   3.46 F  Barrel                           
   275    1001 20151019164125   44.99527   66.91931   3.65 F  Barrel                           
   275    1001 20151019165046   44.99430   66.91992   3.82 F  Barrel                           
   275    1001 20151019170105   44.99329   66.91928   4.02 F  Barrel                           
   275    1001 20151019171045   44.99218   66.92072   4.18 F  Barrel                           
   275    1001 20151019171434   44.99155   66.92130   4.26 F  Barrel                           
   275    1002 20151019104505   45.00527   66.92838   3.75 E  Barrel                           
   275    1002 20151019105356   45.00440   66.92697   3.62 E  Barrel                           
   275    1002 20151019110359   45.00382   66.92583   3.46 E  Barrel                           
   275    1002 20151019111359   45.00414   66.92514   3.29 E  Barrel                           
   275    1002 20151019112402   45.00462   66.92419   3.11 E  Barrel                           
   275    1002 20151019113359   45.00482   66.92340   2.96 E  Barrel                           
   275    1002 20151019114437   45.00433   66.92325   2.78 E  Barrel                           
   275    1002 20151019115355   45.00423   66.92322   2.64 E  Barrel                           
   275    1002 20151019120429   45.00418   66.92325   2.46 E  Barrel                           
   275    1002 20151019121349   45.00420   66.92325   2.33 E  Barrel                           
   275    1002 20151019122347   45.00418   66.92322   2.19 E  Barrel                           
   275    1002 20151019123405   45.00420   66.92325   2.04 E  Barrel                           
   275    1002 20151019124422   45.00423   66.92328   1.92 E  Barrel                           
   275    1002 20151019125343   45.00423   66.92328   1.83 E  Barrel                           
   275    1002 20151019130340   45.00424   66.92328   1.73 E  Barrel                           
   275    1002 20151019131336   45.00425   66.92328   1.65 E  Barrel                           
   275    1002 20151019132336   45.00453   66.92310   1.59 E  Barrel                           
   275    1002 20151019133336   45.00387   66.92218   1.55 E  Barrel                           
   275    1002 20151019134436   45.00367   66.92209   1.53 E  Barrel                           
   275    1002 20151019135334   45.00459   66.91589   1.52 F  Barrel                           
   275    1002 20151019140331   45.00375   66.91431   1.54 F  Barrel                           
   275    1002 20151019141323   45.00344   66.91934   1.58 F  Barrel                           
   275    1002 20151019142318   45.00352   66.92113   1.63 F  Barrel                           
   275    1002 20151019143351   45.00368   66.92090   1.71 F  Barrel                           
   275    1002 20151019144359   45.00383   66.92050   1.81 F  Barrel                           
   275    1002 20151019145304   45.00385   66.92019   1.92 F  Barrel                           
   275    1002 20151019150303   45.00373   66.92007   2.04 F  Barrel                           
   275    1002 20151019151301   45.00348   66.91989   2.18 F  Barrel                           
   275    1002 20151019152259   45.00294   66.91980   2.31 F  Barrel                           
   275    1002 20151019153256   45.00233   66.91970   2.46 F  Barrel                           
   275    1002 20151019154336   45.00144   66.91977   2.64 F  Barrel                           
   275    1002 20151019155254   45.00043   66.91995   2.79 F  Barrel                           
   275    1002 20151019160254   44.99953   66.91983   2.96 F  Barrel                           
