4261  19  2 2018 13 59 40  35.0  4.476    32.3899    25.6627    6.81287    9.73627   93.52474   10.43252 -9.990e-29     0.3401 3.1836e-02 0.0000e+00
4261  19  2 2018 13 59 42  36.0  4.486    32.4008    25.6702    6.81266    9.73598   93.52236   10.43248 -9.990e-29     0.3439 2.7765e-02 0.0000e+00
4261  19  2 2018 13 59 43  37.0  4.497    32.4031    25.6709    6.81821    9.74390   93.60485   10.43176 -9.990e-29     0.3385 2.5624e-02 0.0000e+00
4261  19  2 2018 13 59 45  38.0  4.498    32.4041    25.6716    6.80902    9.73077   93.48667   10.43086 -9.990e-29     0.3416 2.3846e-02 0.0000e+00
4261  19  2 2018 13 59 46  39.0  4.497    32.4031    25.6709    6.81276    9.73611   93.52572   10.43224 -9.990e-29     0.3459 2.2889e-02 0.0000e+00
4261  19  2 2018 13 59 47  40.0  4.499    32.4047    25.6720    6.81353    9.73722   93.55971   10.42961 -9.990e-29     0.3517 2.1727e-02 0.0000e+00
4261  19  2 2018 13 59 49  41.0  4.502    32.4060    25.6727    6.81762    9.74306   93.62334   10.42876 -9.990e-29     0.3538 2.0729e-02 0.0000e+00
4261  19  2 2018 13 59 50  42.0  4.501    32.4049    25.6720    6.80860    9.73017   93.52055   10.42638 -9.990e-29     0.3655 2.0122e-02 0.0000e+00
4261  19  2 2018 13 59 52  43.0  4.503    32.4067    25.6732    6.81309    9.73659   93.58527   10.42605 -9.990e-29     0.3426 1.9232e-02 0.0000e+00
4261  19  2 2018 13 59 53  44.0  4.510    32.4094    25.6746    6.81082    9.73334   93.55625   10.42581 -9.990e-29     0.3371 1.8751e-02 0.0000e+00
4261  19  2 2018 13 59 55  45.0  4.516    32.4135    25.6772    6.80809    9.72944   93.51651   10.42606 -9.990e-29     0.3511 1.8405e-02 0.0000e+00
4261  19  2 2018 13 59 56  46.0  4.520    32.4154    25.6784    6.80952    9.73149   93.53750   10.42591 -9.990e-29     0.3487 1.8203e-02 0.0000e+00
4261  19  2 2018 13 59 57  47.0  4.520    32.4154    25.6783    6.80744    9.72851   93.50956   10.42583 -9.990e-29     0.3366 1.8122e-02 0.0000e+00
4261  19  2 2018 13 59 59  48.0  4.520    32.4161    25.6789    6.80468    9.72457   93.48459   10.42437 -9.990e-29     0.3448 1.8010e-02 0.0000e+00
4261  19  2 2018 14  0  0  49.0  4.519    32.4151    25.6782    6.79621    9.71246   93.37968   10.42308 -9.990e-29     0.3418 1.7878e-02 0.0000e+00
4261  19  2 2018 14  0  2  50.0  4.521    32.4167    25.6793    6.80412    9.72376   93.49649   10.42217 -9.990e-29     0.3480 1.7756e-02 0.0000e+00
4261  19  2 2018 14  0  3  51.0  4.523    32.4172    25.6794    6.80069    9.71887   93.46169   10.42078 -9.990e-29     0.3745 1.7603e-02 0.0000e+00
4261  19  2 2018 14  0  5  52.0  4.529    32.4223    25.6830    6.78944    9.70279   93.35344   10.41556 -9.990e-29     0.3751 1.7399e-02 0.0000e+00
4261  19  2 2018 14  0  6  53.0  4.531    32.4233    25.6836    6.79865    9.71594   93.49470   10.41390 -9.990e-29     0.3667 1.7470e-02 0.0000e+00
4261  19  2 2018 14  0  8  54.0  4.536    32.4273    25.6862    6.79346    9.70854   93.43497   10.41261 -9.990e-29     0.3622 1.7673e-02 0.0000e+00
4261  19  2 2018 14  0  9  55.0  4.551    32.4367    25.6921    6.79710    9.71373   93.48733   10.41235 -9.990e-29     0.3579 1.7660e-02 0.0000e+00
4261  19  2 2018 14  0 11  56.0  4.560    32.4434    25.6964    6.79259    9.70729   93.42988   10.41184 -9.990e-29     0.3766 1.7320e-02 0.0000e+00
4261  19  2 2018 14  0 12  57.0  4.563    32.4484    25.7001    6.79931    9.71689   93.52431   10.41161 -9.990e-29     0.3719 1.7378e-02 0.0000e+00
4261  19  2 2018 14  0 14  58.0  4.563    32.4529    25.7036    6.79532    9.71119   93.47213   10.41131 -9.990e-29     0.3735 1.7453e-02 0.0000e+00
4261  19  2 2018 14  0 15  59.0  4.564    32.4542    25.7046    6.79538    9.71128   93.47320   10.41129 -9.990e-29     0.3692 1.7572e-02 0.0000e+00
4261  19  2 2018 14  0 17  60.0  4.565    32.4550    25.7051    6.78588    9.69769   93.34178   10.41136 -9.990e-29     0.3398 1.7416e-02 0.0000e+00
4261  19  2 2018 14  0 18  61.0  4.567    32.4555    25.7055    6.78669    9.69886   93.35465   10.41117 -9.990e-29     0.3438 1.7296e-02 0.0000e+00
4261  19  2 2018 14  0 20  62.0  4.567    32.4556    25.7055    6.79024    9.70394   93.40507   10.41101 -9.990e-29     0.3424 1.7183e-02 0.0000e+00
4261  19  2 2018 14  0 21  63.0  4.567    32.4551    25.7051    6.79533    9.71120   93.48953   10.40936 -9.990e-29     0.3253 1.7245e-02 0.0000e+00
4261  19  2 2018 14  0 23  64.0  4.567    32.4556    25.7054    6.79667    9.71312   93.51457   10.40862 -9.990e-29     0.3341 1.7341e-02 0.0000e+00
4261  19  2 2018 14  0 24  65.0  4.568    32.4559    25.7056    6.79008    9.70371   93.42605   10.40839 -9.990e-29     0.3332 1.7284e-02 0.0000e+00
4261  19  2 2018 14  0 26  66.0  4.570    32.4571    25.7063    6.78862    9.70161   93.40963   10.40796 -9.990e-29     0.3265 1.7332e-02 0.0000e+00
4261  19  2 2018 14  0 27  67.0  4.576    32.4575    25.7061    6.78584    9.69764   93.37974   10.40702 -9.990e-29     0.3285 1.7171e-02 0.0000e+00
4261  19  2 2018 14  0 29  68.0  4.578    32.4582    25.7064    6.78774    9.70036   93.41902   10.40555 -9.990e-29     0.3357 1.7260e-02 0.0000e+00
4261  19  2 2018 14  0 30  69.0  4.578    32.4586    25.7067    6.78340    9.69417   93.38757   10.40238 -9.990e-29     0.3480 1.7226e-02 0.0000e+00
4261  19  2 2018 14  0 31  70.0  4.580    32.4597    25.7073    6.78575    9.69752   93.45778   10.39812 -9.990e-29     0.3447 1.7391e-02 0.0000e+00
4261  19  2 2018 14  0 33  71.0  4.583    32.4627    25.7094    6.78474    9.69607   93.45621   10.39673 -9.990e-29     0.3279 1.7355e-02 0.0000e+00
4261  19  2 2018 14  0 34  72.0  4.592    32.4701    25.7144    6.77670    9.68458   93.37376   10.39355 -9.990e-29     0.3437 1.7296e-02 0.0000e+00
4261  19  2 2018 14  0 36  73.0  4.609    32.4819    25.7221    6.77781    9.68617   93.40247   10.39204 -9.990e-29     0.3353 1.7191e-02 0.0000e+00
4261  19  2 2018 14  0 37  74.0  4.615    32.4859    25.7245    6.77711    9.68517   93.40682   10.39047 -9.990e-29     0.3839 1.7078e-02 0.0000e+00
4261  19  2 2018 14  0 39  75.0  4.625    32.4937    25.7297    6.78030    9.68973   93.46355   10.38904 -9.990e-29     0.3409 1.7083e-02 0.0000e+00
4261  19  2 2018 14  0 40  76.0  4.630    32.4973    25.7320    6.77175    9.67750   93.35414   10.38809      0.065     0.3592 1.7089e-02 0.0000e+00
4261  19  2 2018 14  0 42  77.0  4.635    32.5009    25.7344    6.76739    9.67128   93.32489   10.38463      0.061     0.3562 1.7104e-02 0.0000e+00
4261  19  2 2018 14  0 43  78.0  4.640    32.5045    25.7367    6.76976    9.67466   93.41041   10.37869      0.064     0.3431 1.7180e-02 0.0000e+00
4261  19  2 2018 14  0 45  79.0  4.643    32.5077    25.7389    6.77271    9.67888   93.49536   10.37374      0.067     0.3495 1.7271e-02 0.0000e+00
4261  19  2 2018 14  0 46  80.0  4.649    32.5125    25.7422    6.76704    9.67079   93.44637   10.37047      0.061     0.3441 1.7266e-02 0.0000e+00
